disp,chain,iter,value
1,1,1,6.09723710994891
1,1,2,6.22307661310735
1,1,3,6.32206111930455
1,1,4,5.86751802193148
1,1,5,6.2848621462382
1,1,6,5.88510041989722
1,1,7,6.13231472732492
1,1,8,5.99550302751392
1,1,9,5.86934938167906
1,1,10,5.77975478347505
1,1,11,5.99711522928099
1,1,12,5.97562991471013
1,1,13,6.3177227145467
1,1,14,5.98106639156301
1,1,15,6.10388019065531
1,1,16,5.98066457635484
1,1,17,6.32626872214616
1,1,18,6.13310536463536
1,1,19,6.15477270741774
1,1,20,5.82881281523083
1,2,1,6.02509252293486
1,2,2,5.90878057868428
1,2,3,5.70723423143643
1,2,4,5.48475729647139
1,2,5,5.43753340209133
1,2,6,4.88924370204233
1,2,7,5.25817916122815
1,2,8,5.32294101422106
1,2,9,5.20460108477948
1,2,10,5.3478706763423
1,2,11,5.84968208105005
1,2,12,5.6685335845539
1,2,13,5.64862060579233
1,2,14,4.97287361137801
1,2,15,5.34087388664669
1,2,16,5.00676039309188
1,2,17,5.44036263586373
1,2,18,5.71672472681479
1,2,19,5.64211431645179
1,2,20,5.25095446757108
1,3,1,6.182209619613
1,3,2,6.01673247680409
1,3,3,6.02880100873179
1,3,4,5.77670144786026
1,3,5,6.06990486108228
1,3,6,5.97372108004744
1,3,7,5.95162753543349
1,3,8,6.19801520775244
1,3,9,6.38880031336725
1,3,10,6.57220040829497
1,3,11,6.47629877824385
1,3,12,6.45815079913918
1,3,13,6.44897227751011
1,3,14,6.31947402932554
1,3,15,6.62958134014917
1,3,16,6.20553683124226
1,3,17,6.1283835983722
1,3,18,6.61483928873763
1,3,19,6.57909248952631
1,3,20,6.08720017659707
1,4,1,6.43789742206444
1,4,2,6.10230137009548
1,4,3,6.34071699887224
1,4,4,6.04519886378913
1,4,5,6.52337372625682
1,4,6,6.76382395869979
1,4,7,6.31306807821772
1,4,8,6.44944987220217
1,4,9,6.37604300731786
1,4,10,6.04876692212381
1,4,11,6.64053889542314
1,4,12,6.22494741179401
1,4,13,5.67394778673211
1,4,14,5.85384896740635
1,4,15,5.69949719853892
1,4,16,5.53283095997051
1,4,17,5.50832015697866
1,4,18,5.00119444425259
1,4,19,5.49054836236689
1,4,20,4.96325041765234
1,5,1,6.3810334478386
1,5,2,6.03334417662029
1,5,3,6.04978293102766
1,5,4,5.96142248562699
1,5,5,6.23034125621453
1,5,6,5.89167732680825
1,5,7,6.11713843839053
1,5,8,5.80215102315643
1,5,9,5.74542751703989
1,5,10,5.84820601521017
1,5,11,5.71357528501277
1,5,12,5.89348012333779
1,5,13,5.88989787514361
1,5,14,5.94486987618593
1,5,15,6.2644972969612
1,5,16,6.18719647778687
1,5,17,5.76736037865542
1,5,18,6.14069840172232
1,5,19,6.13124948973334
