subj,exp_num,env_num,item_num,trial_num,dot_color
A27GZN1JOOIAUW,1,6,1,15,1
A27GZN1JOOIAUW,1,6,2,15,1
A27GZN1JOOIAUW,1,6,3,15,1
A27GZN1JOOIAUW,1,6,4,15,1
A27GZN1JOOIAUW,1,6,5,15,1
A27GZN1JOOIAUW,1,6,6,15,1
A27GZN1JOOIAUW,1,6,7,15,1
A27GZN1JOOIAUW,1,6,8,15,1
A27GZN1JOOIAUW,1,6,9,15,1
A27GZN1JOOIAUW,1,6,10,15,1
A27GZN1JOOIAUW,1,6,11,15,1
A27GZN1JOOIAUW,1,6,12,15,1
A27GZN1JOOIAUW,1,6,13,15,1
A27GZN1JOOIAUW,1,6,14,15,1
A27GZN1JOOIAUW,1,6,15,15,1
A2OG4QIW2BK2EV,1,9,1,16,1
A2OG4QIW2BK2EV,1,9,2,16,1
A2OG4QIW2BK2EV,1,9,3,16,1
A2OG4QIW2BK2EV,1,9,4,16,1
A2OG4QIW2BK2EV,1,9,5,16,1
A2OG4QIW2BK2EV,1,9,6,16,1
A2OG4QIW2BK2EV,1,9,7,16,1
A2OG4QIW2BK2EV,1,9,8,16,1
A2OG4QIW2BK2EV,1,9,9,16,1
A2OG4QIW2BK2EV,1,9,10,16,1
A2OG4QIW2BK2EV,1,9,11,16,1
A2OG4QIW2BK2EV,1,9,12,16,1
A2OG4QIW2BK2EV,1,9,13,16,1
A2OG4QIW2BK2EV,1,9,14,16,1
A2OG4QIW2BK2EV,1,9,15,16,1
A27GZN1JOOIAUW,1,24,1,17,2
A27GZN1JOOIAUW,1,24,2,17,5
A27GZN1JOOIAUW,1,24,3,17,1
A27GZN1JOOIAUW,1,24,4,17,3
A27GZN1JOOIAUW,1,24,5,17,5
A27GZN1JOOIAUW,1,24,6,17,1
A27GZN1JOOIAUW,1,24,7,17,5
A27GZN1JOOIAUW,1,24,8,17,3
A27GZN1JOOIAUW,1,24,9,17,1
A27GZN1JOOIAUW,1,24,10,17,5
A27GZN1JOOIAUW,1,24,11,17,5
A27GZN1JOOIAUW,1,24,12,17,5
A27GZN1JOOIAUW,1,24,13,17,1
A27GZN1JOOIAUW,1,24,14,17,4
A27GZN1JOOIAUW,1,24,15,17,3
A2OG4QIW2BK2EV,1,7,1,18,1
A2OG4QIW2BK2EV,1,7,2,18,1
A2OG4QIW2BK2EV,1,7,3,18,1
A2OG4QIW2BK2EV,1,7,4,18,1
A2OG4QIW2BK2EV,1,7,5,18,1
A2OG4QIW2BK2EV,1,7,6,18,1
A2OG4QIW2BK2EV,1,7,7,18,1
A2OG4QIW2BK2EV,1,7,8,18,1
A2OG4QIW2BK2EV,1,7,9,18,1
A2OG4QIW2BK2EV,1,7,10,18,1
A2OG4QIW2BK2EV,1,7,11,18,1
A2OG4QIW2BK2EV,1,7,12,18,1
A2OG4QIW2BK2EV,1,7,13,18,1
A2OG4QIW2BK2EV,1,7,14,18,1
A2OG4QIW2BK2EV,1,7,15,18,1
A27GZN1JOOIAUW,1,4,1,19,1
