disp,chain,iter,value
1,1,1,6.20407913512944
1,1,2,6.33712248797475
1,1,3,5.09031829286771
1,1,4,5.21122778155993
1,1,5,5.20947168039693
1,1,6,5.2777800893107
1,1,7,5.12081482690319
1,1,8,4.85921819552056
1,1,9,5.09356538299113
1,1,10,5.084132235195
1,1,11,4.98658818269226
1,1,12,5.15816382062438
1,1,13,4.10956808051834
1,1,14,4.42398096336765
1,1,15,4.27145409058674
1,1,16,4.06166163285844
1,1,17,3.41779673651572
1,1,18,3.74459786361469
1,1,19,3.82849790528348
1,1,20,3.734180488966
1,2,1,5.99069978520383
1,2,2,5.98478833252184
1,2,3,5.30546369877698
1,2,4,5.04097244206362
1,2,5,6.16595190230732
1,2,6,5.88926858832691
1,2,7,5.63842607420338
1,2,8,5.71441100559231
1,2,9,5.48968450218412
1,2,10,5.37399418012719
1,2,11,4.72192452026054
1,2,12,4.82432967182959
1,2,13,4.47344828239763
1,2,14,4.57864210914101
1,2,15,4.22057529690528
1,2,16,4.28701760278678
1,2,17,4.36510702944777
1,2,18,4.30752433712561
1,2,19,4.47402987917054
1,2,20,4.01508065450128
1,3,1,6.04941625465626
1,3,2,5.67269420540311
1,3,3,5.33087151016622
1,3,4,5.60945982949197
1,3,5,5.49708883164123
1,3,6,5.47832803772577
1,3,7,5.67794067017009
1,3,8,5.17043362930669
1,3,9,5.14159293612791
1,3,10,5.30849797688159
1,3,11,5.4577751499274
1,3,12,4.82902660205133
1,3,13,4.32579851581565
1,3,14,4.27985212576435
1,3,15,4.95294251791996
1,3,16,4.35436004264955
1,3,17,4.44980715940114
1,3,18,3.98004360291873
1,3,19,4.00332353741114
1,3,20,3.90859933703148
1,4,1,6.07075292413211
1,4,2,6.43807229883109
1,4,3,6.28686339704433
1,4,4,6.87949405343618
1,4,5,6.2580759846651
1,4,6,6.64419240990463
1,4,7,6.61696116678854
1,4,8,6.6411612959214
1,4,9,6.72129723125883
1,4,10,6.12925022733877
1,4,11,5.82798782357237
1,4,12,6.04234125035153
1,4,13,6.00069881729349
1,4,14,6.53714849203048
1,4,15,6.02163660502275
1,4,16,6.10823266274757
1,4,17,6.15329361153538
1,4,18,5.44372933538704
1,4,19,4.9699003470361
1,4,20,4.90093566371234
1,5,1,6.11184758875629
1,5,2,6.39891032224006
1,5,3,6.01496292269972
1,5,4,5.63648779036171
1,5,5,5.22946353921108
1,5,6,5.3187248921063
1,5,7,5.11432323837113
1,5,8,4.45868433662535
1,5,9,4.66039955700732
1,5,10,4.27620612632605
1,5,11,4.56383889288347
1,5,12,4.17259471074906
1,5,13,4.13428972380274
1,5,14,3.99957988142662
1,5,15,3.63921710209148
