disp,chain,iter,value
2,2,16,5.99284190953794
2,2,17,5.8744385046315
2,2,18,5.90445330781092
2,2,19,5.5592033822937
2,2,20,5.52788013666099
2,3,1,6.1280715415288
2,3,2,5.76392032897359
2,3,3,5.80951222658168
2,3,4,5.91946211636716
2,3,5,5.52140492885746
2,3,6,5.56570149363406
2,3,7,5.7231837030056
2,3,8,5.46437577729305
2,3,9,5.48276808265069
2,3,10,5.55889529398139
2,3,11,5.78560367504427
2,3,12,5.7065566636815
2,3,13,5.30973059192397
2,3,14,5.07970983604602
2,3,15,5.16157200934732
2,3,16,4.81924655670439
2,3,17,5.46331152880607
2,3,18,5.24762568910032
2,3,19,5.09221026664208
2,3,20,5.04917618599505
2,4,1,6.0243428067348
2,4,2,5.92825165000885
2,4,3,6.09214603132858
2,4,4,5.96471989797581
2,4,5,5.88493250553619
2,4,6,6.1513915447207
2,4,7,5.84501680292738
2,4,8,6.12321365410898
2,4,9,5.60606953720088
2,4,10,5.94563353866406
2,4,11,6.08942610040664
2,4,12,6.06175752787234
2,4,13,6.21081267450104
2,4,14,6.07906273067059
2,4,15,6.08473168501762
2,4,16,6.10077036486113
2,4,17,6.15835950364333
2,4,18,6.24237441651125
2,4,19,6.32827301339209
2,4,20,6.14703555199148
2,5,1,6.1122845771938
2,5,2,6.11933629070975
2,5,3,5.73214740815614
2,5,4,5.93565693630541
2,5,5,5.72726315899319
2,5,6,5.37633392955348
2,5,7,5.49429886683961
2,5,8,5.26623457707273
2,5,9,5.91702699101233
2,5,10,5.85713836846238
2,5,11,5.65043929878073
2,5,12,5.34515968773375
2,5,13,5.8026016247104
2,5,14,5.6794427155174
2,5,15,5.84723130525341
2,5,16,5.89957754686671
2,5,17,6.35299004634441
2,5,18,5.75024855925898
2,5,19,6.16717278114114
2,5,20,5.9413097744543
2,6,1,5.79974018695824
2,6,2,5.74184484802595
2,6,3,5.53296855303497
2,6,4,5.64071094647924
2,6,5,5.24673619301488
2,6,6,5.35010431192369
2,6,7,5.31394741522013
2,6,8,5.50110085913126
2,6,9,5.53193484763774
2,6,10,5.61959362411157
2,6,11,5.54858491685855
2,6,12,5.81733856119515
2,6,13,6.19117977397327
2,6,14,5.93410678032668
2,6,15,5.76915695319466
2,6,16,5.86512827885302
2,6,17,5.66835119388755
2,6,18,5.83803759242878
2,6,19,5.63808562626602
2,6,20,6.02789414844687
2,7,1,6.05532981004266
2,7,2,5.94476898779503
2,7,3,5.64016415844507
2,7,4,5.55262077857635
2,7,5,5.51602757476855
2,7,6,5.42492371161508
2,7,7,5.30971922389748
2,7,8,5.85698509133537
2,7,9,5.5230573588418
2,7,10,5.90736528222804
2,7,11,5.81887477617764
2,7,12,5.65916053682843
2,7,13,5.82066333931891
2,7,14,5.25056043616526
2,7,15,5.40729794542713
2,7,16,5.71907995108225
2,7,17,5.88046889184462
2,7,18,5.88797488249083
2,7,19,5.91073015741579
2,7,20,5.81541451834348
2,8,1,5.92356925768783
2,8,2,5.70563316319705
2,8,3,5.77477260922049
2,8,4,5.85820593725385
2,8,5,5.61620264175922
2,8,6,5.71063147786228
2,8,7,5.50400638477633
2,8,8,5.54897763495063
2,8,9,5.24677573933541
2,8,10,5.40308267249139
2,8,11,5.05284250493579
2,8,12,4.71447055514108
2,8,13,5.026712856459
2,8,14,5.21983336601109
2,8,15,5.37631159638592
2,8,16,5.40656393322215
2,8,17,5.64021637641916
2,8,18,5.84529630648364
2,8,19,5.60722861948674
2,8,20,5.66526672922201
2,9,1,6.0563840191946
2,9,2,5.86336897943129
2,9,3,5.82330905815226
2,9,4,5.64563887034293
2,9,5,5.67104933480966
2,9,6,5.43106474346602
2,9,7,4.93968918066045
2,9,8,5.4294239385706
2,9,9,5.3300732183338
2,9,10,5.52823588838081
2,9,11,5.33604528774811
2,9,12,5.18719781041511
2,9,13,5.7891815580281
2,9,14,5.31503680383881
2,9,15,5.48787119280915
2,9,16,5.77698598005237
2,9,17,5.59944790415715
2,9,18,5.44799002817885
2,9,19,5.69829717522653
2,9,20,5.78629932931699
2,10,1,6.22315614547981
2,10,2,5.43692147247801
2,10,3,6.09180590342441
2,10,4,5.88656503003621
2,10,5,5.9064694518989
2,10,6,5.60500015155593
2,10,7,5.69782518914243
2,10,8,5.65854540118557
2,10,9,5.65183223657828
2,10,10,5.47570138271587
2,10,11,5.30757446063044
2,10,12,5.43726906663683
2,10,13,5.3696702070627
2,10,14,5.21613355174078
2,10,15,5.30467106241676
2,10,16,5.5354047866431
2,10,17,5.49732630169293
2,10,18,5.56863759060784
2,10,19,5.77385034076473
2,10,20,5.56661904247129
3,1,1,6.01065416219878
3,1,2,5.95661664163941
3,1,3,5.87764527587895
3,1,4,5.84118775523075
3,1,5,5.90578235620823
3,1,6,5.67118860796305
3,1,7,5.80341703383075
3,1,8,5.90237181265124
3,1,9,5.82775223792305
3,1,10,6.15058088834164
3,1,11,5.87455241893276
3,1,12,5.92139122042988
3,1,13,5.82184941052369
3,1,14,5.86317837968485
3,1,15,6.01763899823798
3,1,16,6.05797913498296
3,1,17,5.62112342879675
3,1,18,5.98511399013778
3,1,19,6.22109037062237
3,1,20,5.77599109693373
3,2,1,5.98628159219023
3,2,2,6.13138971372751
3,2,3,6.09359421747712
3,2,4,5.75946586474116
3,2,5,5.88260245401176
3,2,6,5.94536511125001
3,2,7,5.70124398733192
3,2,8,5.74331451604424
3,2,9,5.85333781625706
3,2,10,5.57386242447983
3,2,11,6.00941416863473
3,2,12,5.77902115435672
3,2,13,5.71669196124025
3,2,14,5.49993557983811
3,2,15,5.50496687940374
3,2,16,5.31339634118538
3,2,17,5.79507223396854
3,2,18,5.6061721147185
3,2,19,5.44267663091756
3,2,20,5.72274605903661
3,3,1,5.8277794233099
3,3,2,5.88299243266466
3,3,3,5.72232886239307
3,3,4,6.04029765681354
3,3,5,5.98503318407714
3,3,6,5.8894685068777
3,3,7,5.83461829555808
3,3,8,6.00224808975309
3,3,9,5.94541601883591
3,3,10,5.88253357340961
3,3,11,5.73361966188424
3,3,12,5.955126213638
3,3,13,6.05014595193874
3,3,14,5.89649160520023
3,3,15,6.12917083180607
3,3,16,5.93588643680476
3,3,17,5.64865865044227
3,3,18,5.94063984012316
3,3,19,5.78154009611217
3,3,20,5.94615522530782
3,4,1,5.9405775706588
3,4,2,5.44647794725321
3,4,3,5.80201995809771
3,4,4,5.87323048913279
3,4,5,5.69218901719772
3,4,6,5.43075141536442
3,4,7,5.77765475875448
3,4,8,5.61856396676099
3,4,9,5.58965611464603
3,4,10,5.65844404238455
3,4,11,5.70081990788868
3,4,12,5.79881915059847
3,4,13,5.81995521968274
3,4,14,5.77371155248956
3,4,15,5.63182824662635
3,4,16,5.70287809960711
3,4,17,5.97282687586133
3,4,18,5.6873725137033
3,4,19,5.41545413992335
3,4,20,5.84921708415979
3,5,1,5.79853190846484
3,5,2,5.82561750801539
3,5,3,5.85457493351426
3,5,4,5.92896262206012
3,5,5,5.69271667726618
3,5,6,5.57044655444205
3,5,7,5.63289516664945
3,5,8,5.40442289617701
3,5,9,5.30273538340971
3,5,10,5.61824584379711
3,5,11,5.38575748617785
3,5,12,5.26171227943574
3,5,13,5.04453686386036
3,5,14,5.27171289327655
3,5,15,5.09604309738214
3,5,16,5.17860396328207
3,5,17,5.46005586365871
3,5,18,5.4347643688869
3,5,19,5.22276627688335
3,5,20,5.21910786967656
3,6,1,5.88709925844564
3,6,2,5.83300911812009
3,6,3,5.85622979687966
3,6,4,5.91015191205767
3,6,5,5.95386726186835
3,6,6,5.68224278881468
3,6,7,5.729769697848
3,6,8,5.33300825014166
3,6,9,5.204076326807
3,6,10,5.40011312239009
3,6,11,5.39540462614952
3,6,12,5.33368739270392
3,6,13,5.28601799016073
3,6,14,5.49758837371068
3,6,15,5.28646893097922
3,6,16,5.63350506584832
3,6,17,5.51209560490179
3,6,18,5.6019132057891
3,6,19,5.84192654591634
3,6,20,5.79821601021296
3,7,1,6.02862899027321
3,7,2,5.92397394890364
3,7,3,5.98197478904492
3,7,4,5.97298719662728
3,7,5,5.98436668513084
3,7,6,6.09111396944928
3,7,7,5.90342178018513
3,7,8,5.89739355887541
3,7,9,5.86498919868161
3,7,10,6.01258893371594
3,7,11,5.82429608389129
3,7,12,6.0597708790918
3,7,13,6.34992820898581
3,7,14,6.0798811655573
3,7,15,5.97272728824544
3,7,16,5.80045550454245
3,7,17,6.18559710908601
3,7,18,5.71591462947062
3,7,19,6.22170337951646
3,7,20,6.03630260143761
3,8,1,5.91978351700792
3,8,2,5.6017078314733
3,8,3,6.08970941169685
3,8,4,5.90423750425961
3,8,5,5.77010412032363
3,8,6,5.87677724127072
3,8,7,5.73890050078311
3,8,8,5.81244722821504
3,8,9,5.67130146167325
3,8,10,5.9060633036546
3,8,11,5.50664675192764
3,8,12,5.50318158213901
3,8,13,5.6508845448646
3,8,14,5.71808798596676
3,8,15,5.96553245071065
3,8,16,5.91659921849902
3,8,17,5.93125285959677
3,8,18,5.70203823351033
3,8,19,5.65652955909154
3,8,20,5.66524110208302
3,9,1,5.72695655713017
3,9,2,5.98682536638233
3,9,3,5.7480598557642
3,9,4,5.91121735031354
3,9,5,5.80329986717781
3,9,6,5.65092147378225
3,9,7,5.92416006753237
3,9,8,6.00053390364268
3,9,9,5.82877516124203
3,9,10,5.74050018857747
3,9,11,5.97333692312371
3,9,12,5.63956972096695
3,9,13,6.04828158249743
3,9,14,5.72942998310915
3,9,15,5.35271588321923
3,9,16,6.0044346671901
3,9,17,5.99739154638781
3,9,18,6.19518798065651
3,9,19,5.99984911459789
3,9,20,6.20378069725059
3,10,1,5.7560470229201
3,10,2,5.75500442815587
3,10,3,6.20682686147532
3,10,4,5.76404614716642
3,10,5,5.76231670783465
3,10,6,6.01839490901879
3,10,7,5.70822980708397
3,10,8,5.88714845944153
3,10,9,5.35923696724426
3,10,10,5.81127526376375
3,10,11,5.62433426090139
3,10,12,5.57960173916311
3,10,13,5.57614018086353
3,10,14,5.44030292414499
3,10,15,5.93380909690204
3,10,16,5.51936667254229
3,10,17,5.97911927343095
3,10,18,5.74310557836506
3,10,19,5.84659123634967
3,10,20,5.69934462481558
4,1,1,5.83745432630311
4,1,2,5.99375543452132
4,1,3,6.04731090538729
4,1,4,6.06501322483725
4,1,5,6.06701713594197
4,1,6,6.12498491883158
4,1,7,6.01681660245551
4,1,8,6.06436875401583
4,1,9,6.10754904279352
4,1,10,6.03951174702603
4,1,11,6.17016175290546
4,1,12,6.30203340024878
4,1,13,6.14286889285526
4,1,14,6.2419619147625
4,1,15,6.13087129326708
4,1,16,5.97838653960718
4,1,17,6.1641281149729
4,1,18,6.48459527004402
4,1,19,6.20369723394772
4,1,20,6.17354393029709
4,2,1,6.04608750320948
4,2,2,6.00065497922211
4,2,3,5.98521221175038
4,2,4,5.62694356976563
4,2,5,5.56315431827491
4,2,6,5.51885048990197
4,2,7,5.68549055821811
4,2,8,6.10162371082366
4,2,9,5.68736960869271
4,2,10,5.85903293581532
4,2,11,5.64746536893689
4,2,12,5.6251922202182
4,2,13,5.79590568898598
4,2,14,6.12839488749713
4,2,15,5.8144303179844
4,2,16,5.77854954698456
4,2,17,5.9761167060094
4,2,18,5.84805120594452
4,2,19,5.9378300888549
4,2,20,5.80244466760336
4,3,1,6.24228320999814
4,3,2,5.96444335274659
4,3,3,6.15484158644095
4,3,4,5.99696782422158
4,3,5,6.29439608825585
4,3,6,6.08132986192048
4,3,7,6.19805099174328
4,3,8,5.78783931036926
4,3,9,5.60954005044218
4,3,10,5.7353135542683
4,3,11,5.39416854608328
4,3,12,5.93366239597149
4,3,13,5.64631725087055
4,3,14,6.31957196726961
4,3,15,5.95824481016867
4,3,16,5.76634151499682
4,3,17,5.72830901157661
4,3,18,5.99043074395192
4,3,19,5.83533093019668
4,3,20,5.99041039115413
4,4,1,5.84153377118539
4,4,2,6.28151856232389
4,4,3,5.9938618406442
4,4,4,6.08378695513554
4,4,5,6.06879448312189
4,4,6,5.99378001246039
4,4,7,5.86765442029089
4,4,8,5.77844801475809
4,4,9,5.94806995749161
4,4,10,5.72819993415468
4,4,11,6.03702787916734
4,4,12,5.49724059200372
4,4,13,5.5876413540255
4,4,14,5.824414306632
4,4,15,5.65550625044724
4,4,16,5.87392800779766
4,4,17,5.7810564323316
4,4,18,5.50918425780414
4,4,19,5.69004507301334
4,4,20,5.66433802080981
4,5,1,6.30934746069121
4,5,2,6.1033241279318
4,5,3,6.33799292850824
4,5,4,6.04026781457145
4,5,5,5.88711859034261
4,5,6,5.89156602194233
4,5,7,6.26707000430743
4,5,8,5.86599890912737
4,5,9,6.08541750043249
4,5,10,5.82961434952698
4,5,11,6.15253119285875
4,5,12,6.30961542548022
4,5,13,6.31066539951655
4,5,14,5.99206694432414
4,5,15,6.16672150503405
4,5,16,6.22579541481457
4,5,17,6.22317360876412
4,5,18,6.38499630401218
4,5,19,6.29544427611639
4,5,20,6.09945302899047
4,6,1,5.85896654809198
4,6,2,5.96140108798416
4,6,3,5.82227624024108
4,6,4,6.01991127068678
4,6,5,5.74058591835652
4,6,6,5.9070348607759
4,6,7,6.00172671878673
4,6,8,6.25885435944503
4,6,9,6.17734427328078
4,6,10,6.00134115239966
4,6,11,5.92583569507033
4,6,12,5.77257881998965
4,6,13,5.65482454008751
4,6,14,5.60299019144556
4,6,15,5.8315658311583
4,6,16,5.60217469788354
4,6,17,5.8941070477823
4,6,18,5.39908740921776
4,6,19,5.39766903434922
4,6,20,5.33022486021515
4,7,1,6.0926657562992
4,7,2,5.98414443212178
4,7,3,5.98687297266558
4,7,4,5.97904901658935
4,7,5,6.17896638899529
4,7,6,5.85685717412782
4,7,7,6.02409803364608
4,7,8,6.05885979916979
4,7,9,6.25962850757241
4,7,10,6.18779988743556
4,7,11,6.26996972827454
4,7,12,5.97247488914543
4,7,13,5.90952980269456
4,7,14,6.09830133157365
4,7,15,5.99344980703258
4,7,16,5.93470052232844
4,7,17,5.87846416240795
4,7,18,5.89833391620952
4,7,19,5.96920289484456
4,7,20,5.82832975980797
4,8,1,5.95782555536304
4,8,2,5.82214285186962
4,8,3,5.6838446414165
4,8,4,5.72594621003094
4,8,5,5.94272235064185
4,8,6,5.93640662257886
4,8,7,5.61592459528719
4,8,8,6.04956383454228
4,8,9,5.84552921917899
4,8,10,5.86396558424531
4,8,11,5.49638938195064
4,8,12,5.74225207076398
4,8,13,5.74127442200867
4,8,14,5.69230152650488
4,8,15,5.65106068028209
4,8,16,5.3862897718548
4,8,17,5.44891926155997
4,8,18,5.41652392770984
4,8,19,5.56658099916735
4,8,20,5.56844062440833
4,9,1,5.91313362924999
4,9,2,5.73491670094051
4,9,3,5.81565315888984
4,9,4,5.98217460327152
4,9,5,6.27873707601157
4,9,6,5.86068163755486
4,9,7,6.24513030828623
4,9,8,6.13080748177825
4,9,9,6.22274938843848
4,9,10,5.84261047894212
4,9,11,5.82945637593548
4,9,12,5.92776863000087
4,9,13,5.87726139621425
4,9,14,5.8670974897979
4,9,15,5.70075112611395
4,9,16,5.94198530560919
4,9,17,6.05646870714266
4,9,18,6.10803473375517
4,9,19,6.05503100803234
4,9,20,5.83527914621528
4,10,1,6.33290635886244
4,10,2,5.92568767884282
4,10,3,6.06666545398124
4,10,4,6.0989393594567
4,10,5,6.07396949969821
4,10,6,6.21988943791194
4,10,7,6.08194075175555
4,10,8,5.99188429876538
4,10,9,6.0318464849492
4,10,10,5.90268723080111
4,10,11,5.88433791945352
4,10,12,6.39597398087408
4,10,13,6.27791613831501
4,10,14,6.29131483825748
4,10,15,6.12120291954831
4,10,16,6.14499644288991
4,10,17,6.13086683684677
4,10,18,6.18327822748738
4,10,19,6.19356458013586
4,10,20,6.32761054816393
5,1,1,6.40660259735099
5,1,2,6.01246936047417
5,1,3,6.01514299338114
5,1,4,6.11893244441826
5,1,5,6.50680346201016
5,1,6,6.32318823219086
5,1,7,6.30551364539814
5,1,8,6.94117343753817
5,1,9,5.97074546484766
5,1,10,6.15243072463639
5,1,11,6.17136331375743
5,1,12,6.23144312118088
5,1,13,6.18137231772627
5,1,14,5.90221480129538
5,1,15,5.76793137656911
5,1,16,5.89816857579959
5,1,17,5.56877546000873
5,1,18,6.11310508436744
5,1,19,5.33185417034651
5,1,20,5.80986222985204
5,2,1,6.34596124283817
5,2,2,6.28519968352987
5,2,3,6.19104351873137
5,2,4,6.28417380551721
5,2,5,6.29473546303352
5,2,6,6.34286823488221
5,2,7,6.14083750133016
5,2,8,6.0004642261856
5,2,9,5.8916881180058
5,2,10,5.63839467312969
5,2,11,5.58575114527944
5,2,12,5.42223050518915
5,2,13,5.24094350842366
5,2,14,5.20743618667558
5,2,15,5.42685575769847
5,2,16,5.38421269268833
5,2,17,5.45766437069516
5,2,18,5.45517534797615
5,2,19,5.59201701786284
5,2,20,5.25724648498547
5,3,1,6.43437553439588
5,3,2,6.52663789636899
5,3,3,5.97099499360412
5,3,4,5.99952689415682
5,3,5,5.74576746463675
5,3,6,5.97198184301576
5,3,7,5.95747321167875
5,3,8,5.8631441132185
5,3,9,5.8035981759866
5,3,10,5.67811130091768
5,3,11,6.0077783823586
5,3,12,5.71902049802334
5,3,13,5.98868449249411
5,3,14,5.82704795921586
5,3,15,5.43376551721345
5,3,16,5.78700658882397
5,3,17,5.63578541664431
5,3,18,5.56185723041574
5,3,19,5.9260868687522
5,3,20,6.15810897965259
5,4,1,6.42534755371004
5,4,2,6.28261108911368
5,4,3,6.31754728396899
5,4,4,6.49048299390079
5,4,5,6.42870127574984
5,4,6,6.36847646944458
5,4,7,6.12361952413744
5,4,8,6.11703059200415
5,4,9,5.89940503772868
5,4,10,6.13873912350282
5,4,11,6.04070399753715
5,4,12,6.01207123470068
5,4,13,5.83622450176825
5,4,14,5.52954494877121
5,4,15,5.8407364355581
5,4,16,5.82011940271534
5,4,17,5.7904413794898
5,4,18,5.83523472445902
5,4,19,5.71451754555283
5,4,20,5.95528876652071
5,5,1,6.76303954557646
5,5,2,6.17475906667975
5,5,3,5.91591899777923
5,5,4,6.13574870174114
5,5,5,5.94324126514993
5,5,6,6.07802714164381
5,5,7,5.99407596497586
5,5,8,5.5459908544875
5,5,9,5.74875961004349
5,5,10,5.56545560427553
5,5,11,5.62862973751764
5,5,12,5.7743982770779
5,5,13,5.97496650580748
5,5,14,5.56949922677812
5,5,15,5.72756682063863
5,5,16,5.52488487242136
5,5,17,5.49413364855901
5,5,18,5.53493509570698
5,5,19,5.51587528748072
5,5,20,5.58348768260862
5,6,1,6.59272217829989
5,6,2,6.13703832683722
5,6,3,6.08017013885205
5,6,4,5.70786363084594
5,6,5,6.24250111643827
5,6,6,6.13577712982026
5,6,7,6.18653537579891
5,6,8,6.01572485869593
5,6,9,5.97498083598757
5,6,10,5.9886016009024
5,6,11,5.79112107594215
5,6,12,6.22201365367678
5,6,13,6.12725958519553
5,6,14,5.84759991433593
5,6,15,5.90348381775721
5,6,16,5.98525544852493
5,6,17,6.24239982065515
5,6,18,5.95529012342528
5,6,19,6.28735196042294
5,6,20,5.89993890906206
5,7,1,6.62441700181215
5,7,2,6.23174591755422
5,7,3,6.37225121064073
5,7,4,6.6336665552188
5,7,5,6.50279470088231
5,7,6,6.5503370951289
5,7,7,6.65246565867032
5,7,8,6.48229342997229
5,7,9,6.52829574434643
5,7,10,6.54254010016519
5,7,11,6.24275869215426
5,7,12,6.40613786275184
5,7,13,5.99389868850136
5,7,14,6.39544733280146
5,7,15,6.14292730039654
5,7,16,6.32347808097759
5,7,17,5.86998434611807
5,7,18,6.05514229991216
5,7,19,6.02198155323359
5,7,20,5.8399573778814
5,8,1,6.5725541319818
5,8,2,6.25671726872416
5,8,3,6.31585484100483
5,8,4,6.08759158062017
5,8,5,5.87302483993104
5,8,6,5.86458255848818
5,8,7,5.34551193277246
5,8,8,5.64389434783734
5,8,9,5.65828274041571
5,8,10,5.49924764099942
5,8,11,5.51775775330726
5,8,12,4.84373724068222
5,8,13,5.28444977042548
5,8,14,5.35349162083925
5,8,15,5.50309208238211
5,8,16,6.03393789677682
5,8,17,5.8578370706061
5,8,18,6.1341967530483
5,8,19,6.32880090716033
5,8,20,6.06756371855668
5,9,1,6.48291318923406
5,9,2,6.3292550414325
5,9,3,6.16545348088695
5,9,4,6.1036025929235
5,9,5,5.97956750585227
5,9,6,6.26995896025255
5,9,7,5.89423164043459
5,9,8,6.14199428770642
5,9,9,5.90888141024758
5,9,10,5.85285095729646
5,9,11,5.65510956942503
5,9,12,6.20896408751103
5,9,13,6.06810971293272
5,9,14,5.9997145376392
5,9,15,5.92523143775397
5,9,16,6.06256717459433
5,9,17,6.08702904736985
5,9,18,5.64849165201274
5,9,19,6.02600873917284
5,9,20,5.9329622727867
5,10,1,6.09385452527129
5,10,2,6.22384688336549
5,10,3,6.06992565120946
5,10,4,6.04860080287702
5,10,5,6.02504445994092
5,10,6,6.29280435851251
5,10,7,6.04252068032103
5,10,8,5.90051842567161
5,10,9,5.96451993853689
5,10,10,6.02307686604415
5,10,11,6.07285505448509
5,10,12,5.9981544372542
5,10,13,5.77273922993844
5,10,14,5.46067136353514
5,10,15,5.48699204527409
5,10,16,5.68564843544764
5,10,17,5.52906545325851
5,10,18,5.98123187338296
